,pitch_name,player_name,release_speed,release_spin_rate,spin_axis
10441,4-Seam Fastball,"Nola, Aaron",93.8,2146.0,230.0
10442,Knuckle Curve,"Nola, Aaron",78.2,2457.0,51.0
10443,4-Seam Fastball,"Nola, Aaron",93.3,2155.0,231.0
10444,4-Seam Fastball,"Nola, Aaron",91.3,2197.0,224.0
10445,Knuckle Curve,"Nola, Aaron",79.6,2500.0,50.0
10446,Knuckle Curve,"Nola, Aaron",78.4,2479.0,54.0
10447,Sinker,"Nola, Aaron",91.5,2100.0,227.0
10448,Sinker,"Nola, Aaron",91.2,2026.0,229.0
10449,Sinker,"Nola, Aaron",91.5,2094.0,227.0
10450,Changeup,"Nola, Aaron",85.1,1344.0,253.0
10451,Changeup,"Nola, Aaron",86.3,1443.0,253.0
10452,Knuckle Curve,"Nola, Aaron",77.8,2430.0,50.0
10453,Knuckle Curve,"Nola, Aaron",78.7,2479.0,50.0
10454,Sinker,"Nola, Aaron",90.4,2019.0,223.0
10455,Knuckle Curve,"Nola, Aaron",78.2,2674.0,48.0
10456,Sinker,"Nola, Aaron",89.3,2202.0,224.0
10457,Cutter,"Nola, Aaron",86.6,2106.0,223.0
10458,Knuckle Curve,"Nola, Aaron",79.7,2554.0,55.0
10459,Changeup,"Nola, Aaron",85.7,1399.0,250.0
10460,Sinker,"Nola, Aaron",92.9,2150.0,225.0
10461,Knuckle Curve,"Nola, Aaron",79.3,2551.0,47.0
10462,Knuckle Curve,"Nola, Aaron",77.5,2666.0,53.0
10463,Changeup,"Nola, Aaron",85.9,1384.0,251.0
10464,Sinker,"Nola, Aaron",89.6,2162.0,228.0
10465,4-Seam Fastball,"Nola, Aaron",93.3,2232.0,228.0
10466,Changeup,"Nola, Aaron",85.9,1447.0,254.0
10467,Knuckle Curve,"Nola, Aaron",78.5,2665.0,54.0
10468,Sinker,"Nola, Aaron",92.0,2199.0,230.0
10469,Sinker,"Nola, Aaron",92.2,2192.0,227.0
10470,Changeup,"Nola, Aaron",84.9,1399.0,252.0
10471,Changeup,"Nola, Aaron",84.1,1392.0,254.0
10472,Changeup,"Nola, Aaron",85.3,1364.0,252.0
10473,4-Seam Fastball,"Nola, Aaron",92.2,2285.0,224.0
10474,Sinker,"Nola, Aaron",91.4,2128.0,227.0
10475,Sinker,"Nola, Aaron",91.4,2188.0,226.0
10476,Knuckle Curve,"Nola, Aaron",78.1,2661.0,56.0
10477,Changeup,"Nola, Aaron",85.2,1384.0,256.0
10478,Knuckle Curve,"Nola, Aaron",79.2,2405.0,52.0
10479,4-Seam Fastball,"Nola, Aaron",92.8,2219.0,226.0
10480,Changeup,"Nola, Aaron",86.7,1556.0,247.0
10481,Changeup,"Nola, Aaron",84.0,1473.0,251.0
10482,Knuckle Curve,"Nola, Aaron",78.6,2578.0,56.0
10483,Cutter,"Nola, Aaron",86.8,2069.0,212.0
10484,4-Seam Fastball,"Nola, Aaron",92.1,2213.0,228.0
10485,Sinker,"Nola, Aaron",89.4,2217.0,227.0
10486,Sinker,"Nola, Aaron",91.1,2087.0,224.0
10487,Changeup,"Nola, Aaron",86.4,1398.0,255.0
10488,Sinker,"Nola, Aaron",90.7,2150.0,227.0
10489,Changeup,"Nola, Aaron",85.8,1410.0,255.0
10490,Sinker,"Nola, Aaron",90.3,2172.0,224.0
10491,Cutter,"Nola, Aaron",87.3,2101.0,224.0
10492,Knuckle Curve,"Nola, Aaron",77.8,2522.0,53.0
10493,Cutter,"Nola, Aaron",85.3,2145.0,207.0
10494,Sinker,"Nola, Aaron",90.0,2110.0,222.0
10495,Knuckle Curve,"Nola, Aaron",77.1,2610.0,55.0
10496,Sinker,"Nola, Aaron",90.6,1935.0,228.0
10497,Sinker,"Nola, Aaron",92.9,2237.0,222.0
10498,Cutter,"Nola, Aaron",87.6,2246.0,220.0
10499,Knuckle Curve,"Nola, Aaron",79.1,2749.0,55.0
10500,Knuckle Curve,"Nola, Aaron",79.3,2728.0,54.0
10501,Changeup,"Nola, Aaron",86.5,1516.0,249.0
10502,Changeup,"Nola, Aaron",86.7,1385.0,252.0
10503,Changeup,"Nola, Aaron",83.8,1562.0,254.0
10504,Changeup,"Nola, Aaron",84.0,1390.0,255.0
10505,Knuckle Curve,"Nola, Aaron",78.6,2755.0,50.0
10506,4-Seam Fastball,"Nola, Aaron",91.3,2331.0,226.0
10507,4-Seam Fastball,"Nola, Aaron",93.8,2319.0,230.0
10508,Knuckle Curve,"Nola, Aaron",78.7,2604.0,51.0
10509,Knuckle Curve,"Nola, Aaron",77.8,2500.0,58.0
10510,Knuckle Curve,"Nola, Aaron",79.3,2571.0,50.0
10511,Sinker,"Nola, Aaron",90.2,2092.0,225.0
10512,4-Seam Fastball,"Nola, Aaron",92.7,2241.0,226.0
10513,Sinker,"Nola, Aaron",92.8,2121.0,226.0
10514,Changeup,"Nola, Aaron",84.6,1313.0,249.0
10515,Knuckle Curve,"Nola, Aaron",78.9,2613.0,53.0
10516,Sinker,"Nola, Aaron",91.9,2108.0,222.0
10517,Sinker,"Nola, Aaron",91.4,2129.0,225.0
10518,Changeup,"Nola, Aaron",86.3,1571.0,249.0
10519,4-Seam Fastball,"Nola, Aaron",94.8,2265.0,224.0
10520,Sinker,"Nola, Aaron",91.0,2070.0,225.0
10521,Knuckle Curve,"Nola, Aaron",78.6,2566.0,47.0
10522,4-Seam Fastball,"Nola, Aaron",92.4,2182.0,225.0
10523,Sinker,"Nola, Aaron",90.9,2086.0,226.0
10524,Sinker,"Nola, Aaron",91.3,2053.0,226.0
10525,Knuckle Curve,"Nola, Aaron",79.4,2533.0,50.0
10526,Sinker,"Nola, Aaron",91.6,2157.0,224.0
10527,Sinker,"Nola, Aaron",89.5,2125.0,224.0
10528,4-Seam Fastball,"Nola, Aaron",92.3,2163.0,225.0
10529,4-Seam Fastball,"Nola, Aaron",92.2,2221.0,225.0
10530,Sinker,"Nola, Aaron",90.9,2096.0,228.0
10531,4-Seam Fastball,"Nola, Aaron",93.5,2143.0,231.0
10532,Knuckle Curve,"Nola, Aaron",78.8,2421.0,51.0
10533,Knuckle Curve,"Nola, Aaron",78.9,2545.0,53.0
10534,Sinker,"Nola, Aaron",90.9,2221.0,226.0
10535,Knuckle Curve,"Nola, Aaron",76.2,2367.0,49.0
10536,Sinker,"Nola, Aaron",91.3,2046.0,222.0
10537,4-Seam Fastball,"Nola, Aaron",93.2,2151.0,227.0
10538,Sinker,"Nola, Aaron",90.5,2167.0,226.0
10539,4-Seam Fastball,"Nola, Aaron",91.6,2150.0,224.0
10540,Changeup,"Nola, Aaron",86.3,1328.0,251.0
10541,4-Seam Fastball,"Nola, Aaron",92.2,2228.0,227.0
10542,4-Seam Fastball,"Nola, Aaron",92.3,2241.0,227.0
10543,Knuckle Curve,"Nola, Aaron",78.5,2612.0,51.0
10544,4-Seam Fastball,"Nola, Aaron",90.3,2197.0,223.0
10545,Knuckle Curve,"Nola, Aaron",78.0,2639.0,54.0
10546,Changeup,"Nola, Aaron",83.6,1387.0,256.0
10547,Knuckle Curve,"Nola, Aaron",76.9,2330.0,54.0
10548,Knuckle Curve,"Nola, Aaron",78.0,2609.0,52.0
10549,Changeup,"Nola, Aaron",84.9,1497.0,245.0
10550,4-Seam Fastball,"Nola, Aaron",91.3,2434.0,230.0
10551,Changeup,"Nola, Aaron",84.2,1502.0,249.0
10552,Sinker,"Nola, Aaron",90.1,2126.0,226.0
10553,Sinker,"Nola, Aaron",87.0,2073.0,230.0
10554,Sinker,"Nola, Aaron",89.6,2080.0,228.0
10555,4-Seam Fastball,"Nola, Aaron",93.0,2305.0,230.0
10556,4-Seam Fastball,"Nola, Aaron",92.3,2401.0,227.0
10557,4-Seam Fastball,"Nola, Aaron",92.1,2214.0,226.0
10558,4-Seam Fastball,"Nola, Aaron",90.1,2385.0,227.0
10559,4-Seam Fastball,"Nola, Aaron",91.3,2296.0,223.0
10560,Cutter,"Nola, Aaron",85.6,2237.0,223.0
10561,Knuckle Curve,"Nola, Aaron",78.1,2604.0,57.0
10562,Sinker,"Nola, Aaron",89.2,2160.0,230.0
10563,Cutter,"Nola, Aaron",84.0,2083.0,232.0
10564,Knuckle Curve,"Nola, Aaron",76.6,2437.0,51.0
10565,4-Seam Fastball,"Nola, Aaron",91.7,2242.0,230.0
10566,4-Seam Fastball,"Nola, Aaron",90.6,2199.0,229.0
10567,Cutter,"Nola, Aaron",83.4,2072.0,206.0
10568,Knuckle Curve,"Nola, Aaron",77.6,2464.0,57.0
10569,4-Seam Fastball,"Nola, Aaron",93.4,2478.0,229.0
10570,Knuckle Curve,"Nola, Aaron",78.5,2587.0,56.0
10571,Knuckle Curve,"Nola, Aaron",77.5,2430.0,61.0
10572,4-Seam Fastball,"Nola, Aaron",92.3,2337.0,232.0
10573,Changeup,"Nola, Aaron",84.2,1425.0,252.0
10574,Sinker,"Nola, Aaron",87.5,2056.0,224.0
10575,4-Seam Fastball,"Nola, Aaron",91.4,2180.0,229.0
10576,Knuckle Curve,"Nola, Aaron",79.5,2545.0,57.0
10577,Sinker,"Nola, Aaron",92.5,2247.0,230.0
10578,4-Seam Fastball,"Nola, Aaron",90.9,2245.0,225.0
10579,Knuckle Curve,"Nola, Aaron",78.2,2579.0,48.0
10580,Knuckle Curve,"Nola, Aaron",79.9,2704.0,49.0
10581,4-Seam Fastball,"Nola, Aaron",90.3,2277.0,230.0
10582,4-Seam Fastball,"Nola, Aaron",92.4,2303.0,228.0
10583,Knuckle Curve,"Nola, Aaron",77.5,2454.0,52.0
10584,Changeup,"Nola, Aaron",84.9,1500.0,258.0
10585,Knuckle Curve,"Nola, Aaron",77.4,2525.0,51.0
10586,Knuckle Curve,"Nola, Aaron",76.5,2479.0,54.0
10587,Knuckle Curve,"Nola, Aaron",77.2,2272.0,51.0
10588,Changeup,"Nola, Aaron",84.5,1446.0,250.0
10589,4-Seam Fastball,"Nola, Aaron",89.4,2395.0,226.0
10590,4-Seam Fastball,"Nola, Aaron",93.4,2344.0,231.0
10591,4-Seam Fastball,"Nola, Aaron",92.2,2323.0,227.0
10592,Knuckle Curve,"Nola, Aaron",78.5,2320.0,57.0
10593,4-Seam Fastball,"Nola, Aaron",94.4,2276.0,233.0
10594,4-Seam Fastball,"Nola, Aaron",93.1,2363.0,229.0
10595,Cutter,"Nola, Aaron",85.9,2165.0,213.0
10596,4-Seam Fastball,"Nola, Aaron",92.8,2364.0,227.0
10597,4-Seam Fastball,"Nola, Aaron",93.2,2360.0,231.0
10598,Knuckle Curve,"Nola, Aaron",78.4,2462.0,56.0
10599,4-Seam Fastball,"Nola, Aaron",92.2,2369.0,226.0
10600,4-Seam Fastball,"Nola, Aaron",91.4,2252.0,226.0
10601,Knuckle Curve,"Nola, Aaron",77.8,2420.0,54.0
10602,4-Seam Fastball,"Nola, Aaron",92.6,2267.0,227.0
10603,Changeup,"Nola, Aaron",84.5,1457.0,252.0
10604,Changeup,"Nola, Aaron",85.3,1414.0,255.0
10605,4-Seam Fastball,"Nola, Aaron",91.9,2106.0,233.0
10606,Knuckle Curve,"Nola, Aaron",78.3,2286.0,49.0
10607,Cutter,"Nola, Aaron",85.4,2187.0,213.0
10608,Knuckle Curve,"Nola, Aaron",77.2,2564.0,56.0
10609,4-Seam Fastball,"Nola, Aaron",90.9,2229.0,224.0
10610,4-Seam Fastball,"Nola, Aaron",92.7,2245.0,225.0
10611,Knuckle Curve,"Nola, Aaron",77.3,2397.0,50.0
10612,Cutter,"Nola, Aaron",84.2,2111.0,216.0
10613,Knuckle Curve,"Nola, Aaron",76.1,2396.0,47.0
10614,Knuckle Curve,"Nola, Aaron",77.0,2529.0,56.0
10615,Changeup,"Nola, Aaron",85.1,1335.0,254.0
10616,Sinker,"Nola, Aaron",87.9,2074.0,224.0
10617,Knuckle Curve,"Nola, Aaron",77.0,2420.0,54.0
10618,Knuckle Curve,"Nola, Aaron",78.2,2571.0,56.0
10619,4-Seam Fastball,"Nola, Aaron",90.6,2360.0,228.0
10620,Knuckle Curve,"Nola, Aaron",79.0,2624.0,49.0
10621,4-Seam Fastball,"Nola, Aaron",89.8,2329.0,225.0
10622,Knuckle Curve,"Nola, Aaron",79.4,2548.0,51.0
10623,Knuckle Curve,"Nola, Aaron",79.2,2521.0,50.0
10624,4-Seam Fastball,"Nola, Aaron",92.5,2399.0,225.0
10625,4-Seam Fastball,"Nola, Aaron",91.1,2274.0,225.0
10626,4-Seam Fastball,"Nola, Aaron",93.2,2300.0,224.0
10627,Cutter,"Nola, Aaron",85.7,2022.0,226.0
10628,4-Seam Fastball,"Nola, Aaron",92.5,2275.0,226.0
10629,Sinker,"Nola, Aaron",90.7,2149.0,228.0
10630,Sinker,"Nola, Aaron",90.0,2092.0,227.0
10631,Sinker,"Nola, Aaron",89.3,2100.0,223.0
10632,Changeup,"Nola, Aaron",85.2,1495.0,255.0
10633,4-Seam Fastball,"Nola, Aaron",91.5,2313.0,229.0
10634,Changeup,"Nola, Aaron",86.2,1302.0,254.0
10635,4-Seam Fastball,"Nola, Aaron",93.4,2292.0,229.0
10636,Knuckle Curve,"Nola, Aaron",77.1,2398.0,52.0
10637,4-Seam Fastball,"Nola, Aaron",91.1,2230.0,231.0
10638,Knuckle Curve,"Nola, Aaron",77.2,2451.0,57.0
10639,Changeup,"Nola, Aaron",86.2,1441.0,250.0
10640,Knuckle Curve,"Nola, Aaron",79.1,2533.0,54.0
10641,Cutter,"Nola, Aaron",87.7,2143.0,210.0
10642,Sinker,"Nola, Aaron",91.8,2195.0,226.0
10643,Sinker,"Nola, Aaron",91.4,2068.0,230.0
10644,Changeup,"Nola, Aaron",84.1,1290.0,256.0
10645,4-Seam Fastball,"Nola, Aaron",90.0,1969.0,225.0
10646,4-Seam Fastball,"Nola, Aaron",92.6,2258.0,224.0
10647,Knuckle Curve,"Nola, Aaron",76.9,2549.0,56.0
10648,Changeup,"Nola, Aaron",85.4,1469.0,256.0
10649,4-Seam Fastball,"Nola, Aaron",90.8,2143.0,225.0
10650,Changeup,"Nola, Aaron",84.1,1373.0,257.0
10651,Cutter,"Nola, Aaron",85.5,2102.0,214.0
10652,Cutter,"Nola, Aaron",85.9,2067.0,218.0
10653,Knuckle Curve,"Nola, Aaron",77.9,2451.0,52.0
10654,Knuckle Curve,"Nola, Aaron",77.1,2412.0,61.0
10655,Knuckle Curve,"Nola, Aaron",78.0,2558.0,54.0
10656,Changeup,"Nola, Aaron",88.7,1957.0,230.0
10657,Changeup,"Nola, Aaron",84.6,1285.0,254.0
10658,Knuckle Curve,"Nola, Aaron",76.4,2413.0,57.0
10659,4-Seam Fastball,"Nola, Aaron",92.8,2015.0,227.0
10660,4-Seam Fastball,"Nola, Aaron",92.4,1985.0,226.0
10661,4-Seam Fastball,"Nola, Aaron",91.9,2023.0,230.0
10662,Changeup,"Nola, Aaron",84.5,1200.0,255.0
10663,Changeup,"Nola, Aaron",85.1,1321.0,252.0
10664,4-Seam Fastball,"Nola, Aaron",91.2,2180.0,225.0
10665,Changeup,"Nola, Aaron",85.6,1355.0,254.0
10666,Knuckle Curve,"Nola, Aaron",77.4,2497.0,54.0
10667,Knuckle Curve,"Nola, Aaron",76.9,2392.0,54.0
10668,Knuckle Curve,"Nola, Aaron",78.5,2419.0,53.0
10669,Changeup,"Nola, Aaron",84.7,1405.0,255.0
10670,Cutter,"Nola, Aaron",85.4,1971.0,222.0
10671,Changeup,"Nola, Aaron",84.7,1412.0,254.0
10672,4-Seam Fastball,"Nola, Aaron",91.2,2152.0,230.0
10673,Knuckle Curve,"Nola, Aaron",80.0,2265.0,53.0
10674,4-Seam Fastball,"Nola, Aaron",93.1,2056.0,232.0
10675,4-Seam Fastball,"Nola, Aaron",92.8,2053.0,228.0
10676,4-Seam Fastball,"Nola, Aaron",92.9,2191.0,229.0
10677,Cutter,"Nola, Aaron",87.6,1983.0,217.0
10678,4-Seam Fastball,"Nola, Aaron",92.3,2179.0,232.0
10679,Changeup,"Nola, Aaron",86.6,1434.0,254.0
10680,Cutter,"Nola, Aaron",86.9,2019.0,214.0
10681,Cutter,"Nola, Aaron",86.2,2035.0,215.0
10682,Changeup,"Nola, Aaron",84.2,1427.0,252.0
10683,4-Seam Fastball,"Nola, Aaron",91.4,2107.0,229.0
10684,4-Seam Fastball,"Nola, Aaron",91.1,2160.0,231.0
10685,4-Seam Fastball,"Nola, Aaron",91.7,2134.0,229.0
10686,4-Seam Fastball,"Nola, Aaron",92.9,2079.0,229.0
10687,Sinker,"Nola, Aaron",91.5,2140.0,224.0
10688,Knuckle Curve,"Nola, Aaron",78.1,2401.0,56.0
10689,Knuckle Curve,"Nola, Aaron",78.2,2349.0,57.0
10690,Sinker,"Nola, Aaron",91.2,2042.0,223.0
10691,4-Seam Fastball,"Nola, Aaron",92.7,2158.0,224.0
10692,Changeup,"Nola, Aaron",86.0,1363.0,249.0
10693,Changeup,"Nola, Aaron",86.1,1370.0,246.0
10694,Knuckle Curve,"Nola, Aaron",78.5,2572.0,53.0
10695,Knuckle Curve,"Nola, Aaron",77.8,2495.0,51.0
10696,Knuckle Curve,"Nola, Aaron",77.7,2257.0,55.0
10697,4-Seam Fastball,"Nola, Aaron",90.2,2040.0,232.0
10698,Changeup,"Nola, Aaron",84.7,1405.0,258.0
10699,Changeup,"Nola, Aaron",85.4,1444.0,257.0
10700,Changeup,"Nola, Aaron",84.5,1278.0,251.0
10701,4-Seam Fastball,"Nola, Aaron",92.2,2147.0,232.0
10702,Changeup,"Nola, Aaron",86.5,1410.0,248.0
10703,4-Seam Fastball,"Nola, Aaron",91.9,2212.0,229.0
10704,Changeup,"Nola, Aaron",85.9,1241.0,252.0
10705,Knuckle Curve,"Nola, Aaron",78.4,2519.0,51.0
10706,Knuckle Curve,"Nola, Aaron",77.1,2354.0,59.0
10707,4-Seam Fastball,"Nola, Aaron",91.6,2024.0,227.0
10708,4-Seam Fastball,"Nola, Aaron",91.7,2237.0,223.0
10709,4-Seam Fastball,"Nola, Aaron",92.4,2245.0,231.0
10710,4-Seam Fastball,"Nola, Aaron",91.8,2132.0,224.0
10711,4-Seam Fastball,"Nola, Aaron",90.9,2251.0,227.0
10712,Sinker,"Nola, Aaron",93.4,2171.0,227.0
10713,Knuckle Curve,"Nola, Aaron",78.5,2545.0,55.0
10714,Sinker,"Nola, Aaron",92.5,2128.0,226.0
10715,Changeup,"Nola, Aaron",87.1,1471.0,251.0
10716,Changeup,"Nola, Aaron",85.2,1440.0,255.0
10717,Sinker,"Nola, Aaron",91.2,2108.0,225.0
10718,Knuckle Curve,"Nola, Aaron",77.3,2466.0,55.0
10719,Knuckle Curve,"Nola, Aaron",78.0,2494.0,54.0
10720,4-Seam Fastball,"Nola, Aaron",92.3,2233.0,230.0
10721,Sinker,"Nola, Aaron",91.9,2138.0,230.0
10722,4-Seam Fastball,"Nola, Aaron",92.7,2356.0,229.0
10723,Changeup,"Nola, Aaron",86.1,1445.0,251.0
10724,Cutter,"Nola, Aaron",88.8,2217.0,227.0
10725,4-Seam Fastball,"Nola, Aaron",93.8,2386.0,221.0
10726,Knuckle Curve,"Nola, Aaron",78.1,2493.0,55.0
10727,Knuckle Curve,"Nola, Aaron",78.2,2631.0,55.0
10728,Cutter,"Nola, Aaron",86.4,2073.0,216.0
10729,Sinker,"Nola, Aaron",92.2,2176.0,230.0
10730,Sinker,"Nola, Aaron",90.7,2225.0,226.0
10731,Knuckle Curve,"Nola, Aaron",77.1,2465.0,54.0
10732,Sinker,"Nola, Aaron",92.6,2172.0,224.0
10733,Sinker,"Nola, Aaron",92.4,2146.0,226.0
10734,Changeup,"Nola, Aaron",84.3,1497.0,256.0
10735,Cutter,"Nola, Aaron",88.2,2240.0,224.0
10736,Knuckle Curve,"Nola, Aaron",77.8,2542.0,55.0
10737,Cutter,"Nola, Aaron",85.9,2094.0,211.0
10738,Sinker,"Nola, Aaron",90.7,2240.0,230.0
10739,4-Seam Fastball,"Nola, Aaron",90.4,2324.0,229.0
10740,Sinker,"Nola, Aaron",90.5,2239.0,226.0
10741,Cutter,"Nola, Aaron",86.8,2169.0,226.0
10742,Changeup,"Nola, Aaron",85.5,1459.0,247.0
10743,Changeup,"Nola, Aaron",85.2,1518.0,250.0
10744,Knuckle Curve,"Nola, Aaron",77.4,2502.0,55.0
10745,Changeup,"Nola, Aaron",84.4,1354.0,249.0
10746,Knuckle Curve,"Nola, Aaron",76.9,2398.0,60.0
10747,Sinker,"Nola, Aaron",92.8,2243.0,231.0
10748,4-Seam Fastball,"Nola, Aaron",90.6,2319.0,233.0
10749,Cutter,"Nola, Aaron",86.9,2115.0,222.0
10750,Sinker,"Nola, Aaron",91.9,2152.0,225.0
10751,4-Seam Fastball,"Nola, Aaron",90.4,2228.0,233.0
10752,Cutter,"Nola, Aaron",86.6,2057.0,226.0
10753,Sinker,"Nola, Aaron",91.7,2206.0,230.0
10754,4-Seam Fastball,"Nola, Aaron",92.1,2422.0,225.0
10755,Changeup,"Nola, Aaron",85.6,1463.0,249.0
10756,4-Seam Fastball,"Nola, Aaron",92.3,2392.0,229.0
10757,4-Seam Fastball,"Nola, Aaron",91.5,2213.0,229.0
10758,Knuckle Curve,"Nola, Aaron",78.8,2607.0,53.0
10759,Sinker,"Nola, Aaron",93.3,2104.0,228.0
10760,Sinker,"Nola, Aaron",92.8,2152.0,228.0
10761,Sinker,"Nola, Aaron",91.9,2232.0,227.0
10762,Cutter,"Nola, Aaron",87.1,2201.0,222.0
10763,Knuckle Curve,"Nola, Aaron",79.6,2551.0,50.0
10764,Sinker,"Nola, Aaron",92.1,2198.0,227.0
10765,4-Seam Fastball,"Nola, Aaron",91.6,2337.0,235.0
10766,Sinker,"Nola, Aaron",92.3,2213.0,225.0
10767,Knuckle Curve,"Nola, Aaron",78.1,2613.0,56.0
10768,Knuckle Curve,"Nola, Aaron",79.4,2619.0,53.0
10769,Sinker,"Nola, Aaron",91.4,2260.0,227.0
10770,4-Seam Fastball,"Nola, Aaron",92.6,2242.0,227.0
10771,Knuckle Curve,"Nola, Aaron",79.1,2624.0,51.0
10772,Sinker,"Nola, Aaron",92.5,2232.0,223.0
10773,Knuckle Curve,"Nola, Aaron",79.0,2541.0,59.0
10774,4-Seam Fastball,"Nola, Aaron",92.8,2302.0,229.0
10775,4-Seam Fastball,"Nola, Aaron",92.4,2288.0,230.0
10776,Sinker,"Nola, Aaron",93.2,2197.0,229.0
10777,Sinker,"Nola, Aaron",93.3,2205.0,226.0
10778,Changeup,"Nola, Aaron",85.8,1457.0,254.0
10779,Changeup,"Nola, Aaron",87.2,1502.0,246.0
10780,4-Seam Fastball,"Nola, Aaron",94.0,2290.0,233.0
10781,Sinker,"Nola, Aaron",94.1,2211.0,232.0
10782,Sinker,"Nola, Aaron",93.6,2239.0,229.0
10783,4-Seam Fastball,"Nola, Aaron",93.3,2297.0,231.0
10784,Knuckle Curve,"Nola, Aaron",78.2,2595.0,57.0
10785,Changeup,"Nola, Aaron",86.5,1495.0,248.0
10786,Changeup,"Nola, Aaron",86.8,1448.0,256.0
10787,4-Seam Fastball,"Nola, Aaron",91.8,2313.0,226.0
10788,4-Seam Fastball,"Nola, Aaron",94.2,2341.0,234.0
10789,Sinker,"Nola, Aaron",92.2,2177.0,227.0
10790,4-Seam Fastball,"Nola, Aaron",92.1,2290.0,229.0
10791,Changeup,"Nola, Aaron",86.6,1427.0,252.0
10792,4-Seam Fastball,"Nola, Aaron",92.9,2181.0,228.0
10793,Knuckle Curve,"Nola, Aaron",79.5,2593.0,53.0
10794,Sinker,"Nola, Aaron",93.0,2242.0,229.0
10795,Sinker,"Nola, Aaron",92.4,2207.0,227.0
10796,Sinker,"Nola, Aaron",92.6,2199.0,227.0
10797,Knuckle Curve,"Nola, Aaron",79.3,2625.0,54.0
10798,Knuckle Curve,"Nola, Aaron",78.7,2579.0,53.0
10799,Knuckle Curve,"Nola, Aaron",78.8,2573.0,52.0
10800,Sinker,"Nola, Aaron",91.8,2107.0,229.0
10801,4-Seam Fastball,"Nola, Aaron",91.7,2268.0,229.0
10802,Changeup,"Nola, Aaron",86.7,1459.0,254.0
10803,Changeup,"Nola, Aaron",85.1,1417.0,253.0
10804,Knuckle Curve,"Nola, Aaron",77.4,2479.0,60.0
10805,4-Seam Fastball,"Nola, Aaron",93.0,2327.0,227.0
10806,4-Seam Fastball,"Nola, Aaron",92.3,2190.0,225.0
10807,4-Seam Fastball,"Nola, Aaron",90.7,2124.0,220.0
10808,Knuckle Curve,"Nola, Aaron",79.2,2538.0,52.0
10809,4-Seam Fastball,"Nola, Aaron",93.1,2166.0,229.0
10810,Cutter,"Nola, Aaron",88.7,2171.0,229.0
10811,4-Seam Fastball,"Nola, Aaron",92.3,2242.0,229.0
10812,Changeup,"Nola, Aaron",86.1,1347.0,252.0
10813,Knuckle Curve,"Nola, Aaron",78.5,2437.0,62.0
10814,Changeup,"Nola, Aaron",86.9,1521.0,249.0
10815,4-Seam Fastball,"Nola, Aaron",91.5,2129.0,226.0
10816,4-Seam Fastball,"Nola, Aaron",91.2,2212.0,227.0
10817,Cutter,"Nola, Aaron",87.7,2155.0,226.0
10818,Changeup,"Nola, Aaron",85.4,1558.0,250.0
10819,Sinker,"Nola, Aaron",91.8,2206.0,228.0
10820,Changeup,"Nola, Aaron",85.7,1406.0,251.0
10821,4-Seam Fastball,"Nola, Aaron",91.8,2039.0,229.0
10822,Knuckle Curve,"Nola, Aaron",79.4,2557.0,54.0
10823,4-Seam Fastball,"Nola, Aaron",92.7,2381.0,229.0
10824,Cutter,"Nola, Aaron",86.3,2119.0,214.0
10825,4-Seam Fastball,"Nola, Aaron",90.1,2217.0,223.0
10826,Knuckle Curve,"Nola, Aaron",78.1,2513.0,56.0
10827,Changeup,"Nola, Aaron",83.2,1398.0,254.0
10828,4-Seam Fastball,"Nola, Aaron",93.2,2257.0,230.0
10829,4-Seam Fastball,"Nola, Aaron",91.8,2219.0,227.0
10830,Sinker,"Nola, Aaron",88.3,2119.0,230.0
10831,Changeup,"Nola, Aaron",83.8,1410.0,256.0
10832,Sinker,"Nola, Aaron",89.6,2057.0,224.0
10833,Sinker,"Nola, Aaron",90.4,2127.0,225.0
10834,Changeup,"Nola, Aaron",85.1,1693.0,256.0
10835,Sinker,"Nola, Aaron",90.7,2140.0,226.0
10836,Cutter,"Nola, Aaron",86.5,2146.0,222.0
10837,4-Seam Fastball,"Nola, Aaron",92.3,2300.0,222.0
10838,Knuckle Curve,"Nola, Aaron",78.0,2468.0,60.0
10839,Changeup,"Nola, Aaron",85.4,1454.0,254.0
10840,Sinker,"Nola, Aaron",91.7,2119.0,227.0
10841,Sinker,"Nola, Aaron",92.4,2221.0,225.0
10842,4-Seam Fastball,"Nola, Aaron",91.1,2157.0,226.0
10843,Knuckle Curve,"Nola, Aaron",77.4,2508.0,53.0
10844,Knuckle Curve,"Nola, Aaron",77.7,2437.0,59.0
10845,4-Seam Fastball,"Nola, Aaron",92.8,2298.0,233.0
10846,4-Seam Fastball,"Nola, Aaron",93.2,2231.0,231.0
10847,4-Seam Fastball,"Nola, Aaron",92.8,2262.0,228.0
10848,Cutter,"Nola, Aaron",85.9,2141.0,213.0
10849,Changeup,"Nola, Aaron",85.2,1477.0,251.0
10850,4-Seam Fastball,"Nola, Aaron",90.7,2159.0,224.0
10851,4-Seam Fastball,"Nola, Aaron",91.4,2257.0,229.0
10852,Knuckle Curve,"Nola, Aaron",78.7,2588.0,55.0
10853,Knuckle Curve,"Nola, Aaron",78.7,2650.0,53.0
10854,Knuckle Curve,"Nola, Aaron",79.5,2485.0,57.0
10855,Sinker,"Nola, Aaron",92.8,2219.0,224.0
10856,4-Seam Fastball,"Nola, Aaron",93.8,2198.0,230.0
10857,4-Seam Fastball,"Nola, Aaron",93.5,2205.0,225.0
